player_id,code,team_id,first_name,second_name,player_name,web_name,fbref_name,understat_name,fbref_player_id,understat_player_id,position,position_code,nationality,date_of_birth,status,chance_of_playing_next_round,chance_of_playing_this_round,photo,news,news_added,understat_id
865,,2,Kadan,Young,Kadan Young,Young,,,,,MID,3,,,a,,,,,,
866,,2,Lander,Emery,Lander Emery,Emery,,,,,GK,1,,,a,,,,,,
849,,3,Michael,Dacosta Gonzalez,Michael Dacosta Gonzalez,Dacosta Gonzalez,,,,,MID,3,,,a,,,,,,
663,230376,5,Jhon,Arias,Jhon Arias,Samuels,,,,,MID,3,,,u,0,0,230376.jpg,Loaned to Dundee,2026-02-08 15:58:03.708628,13741
855,,3,Callan,McKenna,Callan McKenna,McKenna,,,,,GK,1,,,a,,,,,,
864,,4,Yunus,Konak,Yunus Konak,Konak,,,,,MID,3,,,a,,,,,,
843,,5,Samy,Chouchane,Samy Chouchane,Chouchane,,,,,MID,3,,,a,,,,,,
845,,5,Odeluga,Offiah,Odeluga Offiah,Offiah,,,,,DEF,2,,,a,,,,,,
861,,5,Noël,Atom,Noël Atom,Atom,,,,,DEF,2,,,a,,,,,,
847,,7,Teddy,Sharman-Lowe,Teddy Sharman-Lowe,Sharman-Lowe,,,,,GK,1,,,a,,,,,,
851,,7,Tyrique,George,Tyrique George,George,,,,,FWD,4,,,a,,,,,,
852,,7,Kiano,Dyer,Kiano Dyer,Dyer,,,,,MID,3,,,a,,,,,,
858,,7,Ted,Curd,Ted Curd,Curd,,,,,GK,1,,,a,,,,,,
859,,7,Zak,Sturge,Zak Sturge,Sturge,,,,,DEF,2,,,a,,,,,,
5,226597,1,Gabriel,dos Santos Magalhães,Gabriel dos Santos Magalhães,Hein,,,,,DEF,2,,,u,100,100,226597.jpg,Loaned to Real Valladolid,2026-03-24 00:00:10.555559,5613
52,232653,2,Jacob,Ramsey,Jacob Ramsey,Pau,,,,,MID,3,,,a,100,100,232653.jpg,,2026-02-25 08:00:07.432091,8941
56,491287,2,Enzo,Barrenechea,Enzo Barrenechea,Sousa,,,,,MID,3,,,u,0,0,491287.jpg,Loaned to  Bristol Rovers,2025-07-22 13:50:13.193555,
57,461421,2,Lewis,Dobbin,Lewis Dobbin,Tielemans,,,,,MID,3,,,a,0,0,461421.jpg,,2025-08-26 13:44:19.058961,
60,577731,3,Ben,Broggio,Ben Broggio,Adams,,,,,MID,3,,,a,0,0,577731.jpg,,2026-02-06 22:47:15.874946,
61,151589,3,Leander,Dendoncker,Leander Dendoncker,Anthony,,,,,MID,3,,,u,0,0,151589.jpg,Season long loan to Burnley,2025-08-20 13:31:56.822248,
63,537403,3,Kadan,Young,Kadan Young,Christie,,,,,MID,3,,,i,0,0,537403.jpg,Groin Injury - Expected back 01 Jun,2026-02-06 22:47:15.909676,
65,576756,3,Zépiqueno,Redmond,Zépiqueno Redmond,Enes Ünal,,,,,FWD,4,,,i,0,0,576756.jpg,Knee injury - Expected back 01 Jun,2025-09-02 13:26:36.441136,
102,235448,4,Ellery,Balcombe,Ellery Balcombe,Onyeka,,,,,GK,1,,,u,,,235448.jpg,Loaned to FC Augsburg,,
757,516875,4,Ronnie,Hollingshead,Ronnie Hollingshead,Kayode,,,,,GK,1,,,a,,,516875.jpg,,,
681,485711,5,Benjamin,Sesko,Benjamin Sesko,McConville,,,,,FWD,4,,,u,50,50,485711.jpg,Loaned to Norwich City,2026-05-03 23:00:09.426303,11974
739,590039,5,Divine,Mukasa,Divine Mukasa,Hürzeler,,,,,MID,3,,,a,0,0,590039.jpg,,2026-02-06 22:50:57.523825,14055
795,597320,5,Harry,Howell,Harry Howell,Harry Howell,,,,,MID,3,,,a,,,597320.jpg,,,13584
560,437505,6,Wilson,Isidor,Wilson Isidor,Neto,,,,,FWD,4,,,a,100,100,437505.jpg,,2026-01-04 21:30:13.190592,7148
575,491279,6,Micky,van de Ven,Micky van de Ven,Wiley,,,,,DEF,2,,,u,100,100,491279.jpg,Loaned to Strasbourg,2026-03-06 05:30:08.287295,10050
581,172780,6,James,Maddison,James Maddison,Jørgensen,,,,,MID,3,,,a,100,100,172780.jpg,,2025-08-08 13:57:59.638052,6818
740,566213,6,Stephen,Mfuni,Stephen Mfuni,Maresca,,,,,DEF,2,,,a,0,0,566213.jpg,,2026-02-06 22:50:57.507882,
774,232356,6,Jenson,Jones,Jenson Jones,Anselmino,,,,,DEF,2,,,a,,,232356.jpg,,,
781,618027,6,TJ,Carroll,TJ Carroll,Mheuka,,,,,DEF,2,,,a,,,618027.jpg,,,
445,577974,7,Harry,Amass,Harry Amass,Turner,,,,,DEF,2,,,a,0,0,577974.jpg,,2025-09-02 13:39:58.762783,
647,181284,7,Gonçalo Manuel,Ganchinho Guedes,Gonçalo Manuel Ganchinho Guedes,Rodney,,,,,MID,3,,,a,0,0,181284.jpg,,2025-08-11 01:21:19.226169,
666,224117,7,Viktor,Gyökeres,Viktor Gyökeres,Kporha,,,,,FWD,4,,,a,100,100,224117.jpg,,2025-11-01 18:00:08.84775,7254
676,503714,7,Lesley,Ugochukwu,Lesley Ugochukwu,Marsh,,,,,MID,3,,,a,100,100,503714.jpg,,2025-09-14 22:00:08.706775,9451
730,441264,7,Brian,Brobbey,Brian Brobbey,Esse,,,,,FWD,4,,,a,100,100,441264.jpg,,2026-02-23 01:30:11.824581,9789
450,430871,8,Matheus,Santos Carneiro da Cunha,Matheus Santos Carneiro da Cunha,Alcaraz,,,,,MID,3,,,a,100,100,430871.jpg,,2026-04-28 00:00:08.134591,7080
582,460842,8,Mohammed,Kudus,Mohammed Kudus,O'Brien,,,,,MID,3,,,a,0,0,460842.jpg,,2026-01-04 21:30:13.23786,12027
603,613804,8,El Hadji Malick,Diouf,El Hadji Malick Diouf,Armstrong,,,,,DEF,2,,,u,100,100,613804.jpg,Loaned to Derby County,2025-12-13 14:30:12.025609,13723
624,178186,8,Jarrod,Bowen,Jarrod Bowen,Begovic,,,,,FWD,4,,,a,,,178186.jpg,,,1776
246,532605,9,Andrey,Nascimento dos Santos,Andrey Nascimento dos Santos,Harris,,,,,MID,3,,,u,100,100,532605.jpg,Season long loan to Birmingham City,2026-02-07 22:00:08.90605,11808
247,491007,9,Dário,Luís Essugo,Dário Luís Essugo,Iwobi,,,,,MID,3,,,a,100,100,491007.jpg,,2026-01-23 15:00:08.712004,13094
22,195384,1,Mikel,Merino Zazón,Mikel Merino Zazón,Tomiyasu,,,,,MID,3,,,i,100,75,195384.jpg,Knee injury - Expected back 01 Jun,2026-02-02 11:30:08.998402,5304
756,678552,1,Malcom,DaCosta,Malcom DaCosta,Porter,,,,,MID,3,,,a,,,678552.jpg,,,
66,69752,3,Norberto,Murara Neto,Norberto Murara Neto,Faivre,,,,,GK,1,,,u,0,0,69752.jpg,Loaned to Brest,2025-08-11 01:25:12.553868,
67,457569,3,Đorđe,Petrović,Đorđe Petrović,H.Traorè,,,,,GK,1,,,u,,,457569.jpg,Season long loan to A.J.Auxerre,,12032
68,444172,3,Will,Dennis,Will Dennis,Hill,,,,,GK,1,,,a,0,0,444172.jpg,,2026-01-02 17:00:09.176943,
69,568791,3,Callan,McKenna,Callan McKenna,Jebbison,,,,,GK,1,,,a,,,568791.jpg,,,
70,495145,3,Alex,Paulsen,Alex Paulsen,Kerkez,,,,,GK,1,,,a,0,0,495145.jpg,,2025-08-27 12:50:21.648936,
71,477580,3,Illia,Zabarnyi,Illia Zabarnyi,Kluivert,,,,,DEF,2,,,a,0,0,477580.jpg,,2025-08-12 13:14:36.02817,
75,541462,3,Matai,Akinmboni,Matai Akinmboni,Paulsen,,,,,DEF,2,,,u,100,100,541462.jpg,Loaned to Auckland FC,2026-02-13 11:30:08.40958,
76,518906,3,Owen,Bevan,Owen Bevan,Philip,,,,,DEF,2,,,u,,,518906.jpg,Season-long loan to Napoli,,
78,436893,3,Julián,Araujo Zúñiga,Julián Araujo Zúñiga,Semenyo,,,,,DEF,2,,,a,0,0,436893.jpg,,2026-01-02 18:38:26.036808,
79,223911,3,Chris,Mepham,Chris Mepham,Senesi,,,,,DEF,2,,,a,0,0,223911.jpg,,2025-09-02 12:54:34.562307,
89,168991,4,Philip,Billing,Philip Billing,Damsgaard,,,,,MID,3,,,a,0,0,168991.jpg,,2025-08-27 12:49:57.472718,
91,224995,4,Luis,Sinisterra Lucumí,Luis Sinisterra Lucumí,Flekken,,,,,MID,3,,,a,0,0,224995.jpg,,2025-08-26 13:43:19.913048,
92,441240,4,Romain,Faivre,Romain Faivre,Henry,,,,,MID,3,,,a,0,0,441240.jpg,,2026-02-06 22:47:52.516051,
93,424044,4,Hamed,Traorè,Hamed Traorè,Hickey,,,,,MID,3,,,a,0,0,424044.jpg,,2025-09-02 12:54:34.582455,6986
94,550596,4,Dominic,Sadi,Dominic Sadi,Janelt,,,,,MID,3,,,i,0,0,550596.jpg,Heel Injury - Expected back 01 Jun,2025-09-22 21:51:49.974133,
95,530121,4,Zain,Silcott-Duberry,Zain Silcott-Duberry,Jensen,,,,,MID,3,,,a,0,0,530121.jpg,,2025-09-22 21:51:49.994072,
99,590760,4,Daniel,Adu-Adjei,Daniel Adu-Adjei,Mbeumo,,,,,FWD,4,,,a,0,0,590760.jpg,,2025-09-22 21:19:25.247985,
134,591357,5,Ryan,Trevitt,Ryan Trevitt,Milner,,,,,MID,3,,,a,0,0,591357.jpg,,2025-08-11 01:07:54.335986,
782,40383,6,Fraser,Forster,Fraser Forster,Samuels-Smith,,,,,GK,1,,,a,,,40383.jpg,,,
579,85971,9,Son,Heung-min,Son Heung-min,Sessegnon,,,,,MID,3,,,a,0,0,85971.jpg,,2025-08-11 01:22:33.649224,
271,209400,10,Daichi,Kamada,Daichi Kamada,Harness,,,,,MID,3,,,u,100,100,209400.jpg,Loaned to Derby County,2025-12-15 01:30:08.425663,6145
273,496221,10,Adam,Wharton,Adam Wharton,Humphreys,,,,,MID,3,,,u,100,100,496221.jpg,Loaned to Wycombe,2026-04-17 15:00:07.598432,12409
274,579075,10,Asher,Agbinone,Asher Agbinone,Hutchinson,,,,,MID,3,,,a,,,579075.jpg,,,
275,466117,10,Naouirou,Ahamada,Naouirou Ahamada,Johnson,,,,,MID,3,,,a,0,0,466117.jpg,,2026-01-07 20:34:29.281491,
276,489706,10,Justin,Devenny,Justin Devenny,Ladapo,,,,,MID,3,,,u,100,100,489706.jpg,Mutual termination of contract,2026-01-30 16:30:09.359129,13038
277,450535,10,Malcolm,Ebiowei,Malcolm Ebiowei,Luongo,,,,,MID,3,,,a,0,0,450535.jpg,,2025-08-11 01:12:01.633662,
278,450542,10,Jesurun,Rak-Sakyi,Jesurun Rak-Sakyi,Morsy,,,,,MID,3,,,a,0,0,450542.jpg,,2026-02-02 23:17:59.310313,
279,536694,10,Matheus,França de Oliveira,Matheus França de Oliveira,Ndaba,,,,,MID,3,,,u,0,0,536694.jpg,Permanent transfer to Kilmarnock,2025-08-10 22:30:04.849181,
280,531989,10,David,Ozoh,David Ozoh,Slicker,,,,,MID,3,,,a,0,0,531989.jpg,,2025-07-30 14:07:45.618291,
806,436416,6,Christos,Mandas,Christos Mandas,Estève,,,,,GK,1,,,a,,,436416.jpg,,,
820,644593,7,Kian,McMahon-Brown,Kian McMahon-Brown,Harrison,,,,,MID,3,,,a,,,644593.jpg,,,
735,110504,1,Bertrand,Traoré,Bertrand Traoré,Arteta,,,,,MID,3,,,a,100,100,110504.jpg,,2026-03-04 10:30:08.528765,695
103,503300,4,Matthew,Cox,Matthew Cox,Peart-Harris,,,,,GK,1,,,u,0,0,503300.jpg,Loaned to Swansea City,2026-01-16 15:17:51.432656,
104,535017,4,Julian,Eyestone,Julian Eyestone,Pinnock,,,,,GK,1,,,a,,,535017.jpg,,,
111,231065,4,Ethan,Pinnock,Ethan Pinnock,Yarmoliuk,,,,,DEF,2,,,a,100,100,231065.jpg,,2025-08-18 08:00:05.393517,9678
112,226956,4,Mads,Roerslev Rasmussen,Mads Roerslev Rasmussen,Zanka,,,,,DEF,2,,,u,0,0,226956.jpg,Joined Anderlecht,2025-08-22 14:17:15.662878,
113,444765,5,Sepp,van den Berg,Sepp van den Berg,Adingra,,,,,DEF,2,,,a,100,100,444765.jpg,,2025-12-27 22:00:11.19558,10721
114,622536,5,Benjamin,Arthur,Benjamin Arthur,Baker-Boaitey,,,,,DEF,2,,,u,0,0,622536.jpg,Loaned to Port Vale,2026-02-06 22:48:24.603753,
115,612534,5,Benjamin,Fredrick,Benjamin Fredrick,Baleba,,,,,DEF,2,,,a,0,0,612534.jpg,,2025-09-22 21:16:59.169077,
116,472713,5,Aaron,Hickey,Aaron Hickey,Barco,,,,,DEF,2,,,u,100,100,472713.jpg,Loaned to Sevilla,2026-02-21 19:30:08.807049,8942
118,499717,5,Jayden,Meghoma,Jayden Meghoma,Cozier-Duberry,,,,,DEF,2,,,u,0,0,499717.jpg,Loaned to Blackburn Rovers,2025-08-19 13:37:28.261506,
119,446008,5,Bryan,Mbeumo,Bryan Mbeumo,Dahoud,,,,,MID,3,,,u,100,100,446008.jpg,Transferred to Eintracht Frankfurt,2026-04-20 12:00:07.778297,6552
122,543295,5,Antoni,Milambo,Antoni Milambo,Estupiñan,,,,,MID,3,,,a,0,0,543295.jpg,,2025-10-16 08:00:09.362049,13780
124,56979,5,Jordan,Henderson,Jordan Henderson,Gilmour,,,,,MID,3,,,u,100,100,56979.jpg,Transferred to Napoli,2026-04-11 20:30:08.72746,605
125,204580,5,Vitaly,Janelt,Vitaly Janelt,Gross,,,,,MID,3,,,u,100,100,204580.jpg,Permanent transfer to Borussia Dortmund,2026-02-28 22:00:07.860819,9680
126,207283,5,Mathias,Jensen,Mathias Jensen,Hinshelwood,,,,,MID,3,,,a,,,207283.jpg,,,7166
127,626464,5,Gustavo,Nunes Fernandes Gomes,Gustavo Nunes Fernandes Gomes,I.Osman,,,,,MID,3,,,u,0,0,626464.jpg,Loaned to Feyenoord,2026-01-23 16:43:23.38028,
129,508395,5,Yehor,Yarmoliuk,Yehor Yarmoliuk,João Pedro,,,,,MID,3,,,a,100,100,508395.jpg,,2025-10-25 23:00:07.80303,11772
130,606689,5,Romelle,Donovan,Romelle Donovan,Kozlowski,,,,,MID,3,,,u,,,606689.jpg,Permanent transfer to Gaziantep FK,,14217
819,494556,7,Ollie,Shield,Ollie Shield,Samuels-Smith,,,,,DEF,2,,,a,,,494556.jpg,,,
131,628204,5,Yunus Emre,Konak,Yunus Emre Konak,Lamptey,,,,,MID,3,,,d,0,0,628204.jpg,Knee injury - 75% chance of playing,2026-01-16 15:17:51.447836,
132,220695,5,Paris,Maghoma,Paris Maghoma,March,,,,,MID,3,,,i,0,0,220695.jpg,Knee injury - Expected back 01 Jun,2026-01-27 16:47:33.569182,
133,450539,5,Myles,Peart-Harris,Myles Peart-Harris,Mazilu,,,,,MID,3,,,u,0,0,450539.jpg,Has joined Vitesse Arnhem on loan for the rest of the season,2026-01-15 12:49:06.966037,10205
121,440089,10,Mikkel,Damsgaard,Mikkel Damsgaard,Enciso,,,,,MID,3,,,a,100,100,440089.jpg,,2026-03-20 14:00:08.942254,8859
281,530318,10,Kaden,Rodney,Kaden Rodney,Taylor,,,,,MID,3,,,a,,,530318.jpg,,,11033
283,231747,10,Jean-Philippe,Mateta,Jean-Philippe Mateta,Walton,,,,,FWD,4,,,a,100,100,231747.jpg,,2026-02-06 15:30:09.42601,5735
284,205533,10,Eddie,Nketiah,Eddie Nketiah,Woolfenden,,,,,FWD,4,,,a,0,0,205533.jpg,,2026-01-01 21:00:11.323499,6482
359,536119,10,Charlie,Crew,Charlie Crew,Phillips,,,,,MID,3,,,i,0,0,536119.jpg,Foot injury - Expected back 01 Jun,2025-08-11 01:12:36.647868,
568,441164,10,Pedro,Porro Sauceda,Pedro Porro Sauceda,Muric,,,,,DEF,2,,,i,100,100,441164.jpg,Shoulder injury - Expected back 01 Jun,2026-01-28 04:30:09.124754,6912
569,221632,10,Cristian,Romero,Cristian Romero,Jaden,,,,,DEF,2,,,i,0,0,221632.jpg,Knee injury - Expected back 01 Jun,2026-04-12 21:30:08.466916,7218
583,445044,10,Dejan,Kulusevski,Dejan Kulusevski,Townsend,,,,,MID,3,,,d,0,0,445044.jpg,Hamstring injury - 25% chance of playing,2025-07-21 10:00:05.109205,
810,559610,10,Luka,Bentt,Luka Bentt,King,,,,,MID,3,,,a,,,559610.jpg,,,
824,587433,11,Conor,McManus,Conor McManus,Danns,,,,,DEF,2,,,a,,,587433.jpg,,,
32,98980,2,Emiliano,Martínez Romero,Emiliano Martínez Romero,Cash,,,,,GK,1,,,a,100,100,98980.jpg,,2026-04-12 21:30:08.032006,4401
50,195546,2,Emiliano,Buendía Stati,Emiliano Buendía Stati,Nedeljkovic,,,,,MID,3,,,u,100,100,195546.jpg,Loaned to RB Leipzig,2026-03-16 00:00:09.650848,2203
136,502500,5,Igor Thiago,Nascimento Rodrigues,Igor Thiago Nascimento Rodrigues,Mitoma,,,,,FWD,4,,,a,100,100,502500.jpg,,2025-12-18 01:30:08.634916,13222
138,49262,5,Jason,Steele,Jason Steele,O’Mahony,,,,,GK,1,,,u,,,49262.jpg,Season long to Portsmouth,,
140,209288,5,Tom,McGill,Tom McGill,Peupion,,,,,GK,1,,,u,,,209288.jpg,Loaned to ADO Den Haag,,
141,472739,5,Carl,Rushworth,Carl Rushworth,Sarmiento,,,,,GK,1,,,u,0,0,472739.jpg,Loaned to Burnley,2025-07-25 14:54:18.206318,
142,240514,5,Kjell,Scherpen,Kjell Scherpen,Steele,,,,,GK,1,,,d,0,0,240514.jpg,Hand injury - 75% chance of playing,2025-07-25 14:53:26.96179,
147,204214,5,Pervis,Estupiñán Tenorio,Pervis Estupiñán Tenorio,Webster,,,,,DEF,2,,,a,0,0,204214.jpg,,2025-07-24 10:14:09.955203,
150,232792,6,Tariq,Lamptey,Tariq Lamptey,Andrey Santos,,,,,DEF,2,,,u,0,0,232792.jpg,Has joined Strasbourg on a season-long loan,2025-09-02 12:06:29.254107,
153,110735,6,Adam,Webster,Adam Webster,B.Badiashile,,,,,DEF,2,,,a,0,0,110735.jpg,,2025-08-08 14:30:04.202011,
154,439135,6,Eiran,Cashin,Eiran Cashin,Bergström,,,,,DEF,2,,,a,0,0,439135.jpg,,2025-07-28 11:50:54.390347,
155,589100,6,Jacob,Slater,Jacob Slater,Bettinelli,,,,,DEF,2,,,a,0,0,589100.jpg,,2025-09-22 21:52:58.46237,
159,109345,6,Solly,March,Solly March,Chalobah,,,,,MID,3,,,a,100,100,109345.jpg,,2026-04-20 12:00:07.808781,6049
156,547720,8,Charlie,Tasker,Charlie Tasker,Broja,,,,,DEF,2,,,a,,,547720.jpg,,,
690,590014,9,Rio,Cardines,Rio Cardines,Amissah,,,,,MID,3,,,a,100,100,590014.jpg,,2026-02-19 15:30:08.207988,13777
631,516939,10,Emmanuel,Agbadou,Emmanuel Agbadou,J.Clarke,,,,,DEF,2,,,a,0,0,516939.jpg,,2026-02-08 15:58:03.693568,10856
632,87835,10,Matt,Doherty,Matt Doherty,Ogbene,,,,,DEF,2,,,i,0,0,87835.jpg,Achilles injury - Expected back 01 Jun,2026-05-22 19:00:08.222316,6852
799,658013,10,Charlie,Stevens,Charlie Stevens,Boniface,,,,,MID,3,,,a,,,658013.jpg,,,
117,570241,11,Kim,Ji-soo,Kim Ji-soo,Buonanotte,,,,,DEF,2,,,a,0,0,570241.jpg,,2025-09-22 21:16:59.154227,
285,199670,11,Odsonne,Édouard,Odsonne Édouard,B.Soumaré,,,,,FWD,4,,,a,0,0,199670.jpg,,2025-08-28 17:00:07.862344,3697
286,576980,11,Zach,Marsh,Zach Marsh,Cannon,,,,,FWD,4,,,u,,,576980.jpg,Loaned to Stoke City,,
288,229600,11,Mark,Travers,Mark Travers,Coady,,,,,GK,1,,,a,100,100,229600.jpg,,2026-02-24 10:30:07.70539,
289,447325,11,Harry,Tyrer,Harry Tyrer,Daka,,,,,GK,1,,,a,0,0,447325.jpg,,2026-01-19 15:34:17.511601,
290,480455,11,Jarrad,Branthwaite,Jarrad Branthwaite,De Cordova-Reid,,,,,DEF,2,,,i,0,0,480455.jpg,Muscle injury - Expected back 01 Jun,2026-04-19 22:30:08.159788,8476
291,17761,11,James,Tarkowski,James Tarkowski,Faes,,,,,DEF,2,,,a,100,100,17761.jpg,,2026-03-17 23:30:09.582702,1665
295,106611,11,Michael,Keane,Michael Keane,Justin,,,,,DEF,2,,,a,100,100,106611.jpg,,2026-01-07 23:00:09.480891,1653
301,502697,11,Carlos,Alcaraz Durán,Carlos Alcaraz Durán,Okoli,,,,,MID,3,,,a,100,100,502697.jpg,,2026-02-24 10:30:07.721437,11297
302,80801,11,Idrissa Gana,Gueye,Idrissa Gana Gueye,Ricardo,,,,,MID,3,,,a,50,50,80801.jpg,,2026-05-05 13:30:10.197878,668
303,232928,11,James,Garner,James Garner,Souttar,,,,,MID,3,,,u,,,232928.jpg,Season long loan to Sheffield United,,7438
305,609873,11,Harrison,Armstrong,Harrison Armstrong,Thomas,,,,,MID,3,,,a,100,100,609873.jpg,,2025-09-02 11:36:28.006606,12757
306,547801,11,Callum,Bates,Callum Bates,Vardy,,,,,MID,3,,,a,,,547801.jpg,,,
307,504296,11,Coby,Ebere,Coby Ebere,Vestergaard,,,,,MID,3,,,a,,,504296.jpg,,,
308,496279,11,Isaac,Heath,Isaac Heath,Ward,,,,,MID,3,,,a,0,0,496279.jpg,,2025-09-02 12:26:54.658601,
501,599303,11,Sean,Neave,Sean Neave,Skipp,,,,,FWD,4,,,a,,,599303.jpg,,,13532
570,135720,11,Kevin,Danso,Kevin Danso,A.Fatawu,,,,,DEF,2,,,i,100,100,135720.jpg,Knee injury - Expected back 01 Jun,2026-02-02 00:30:11.097727,5261
694,200834,11,Nordi,Mukiele,Nordi Mukiele,Cartwright,,,,,DEF,2,,,a,100,100,200834.jpg,,2026-02-22 23:00:10.030803,5659
754,577285,11,George,Hemmings,George Hemmings,Van Nistelrooy,,,,,MID,3,,,a,,,577285.jpg,,,14193
792,653481,11,Alysson Edward Franco,da Rocha dos Santos,Alysson Edward Franco da Rocha dos Santos,Monga,,,,,MID,3,,,a,0,0,653481.jpg,,2026-05-14 16:30:10.342832,14446
793,591384,1,George,King,George King,Jack Henry-Francis,,,,,DEF,2,,,a,,,591384.jpg,,,
834,616286,4,Ryan,Kavuma-McQueen,Ryan Kavuma-McQueen,Arthur,,,,,MID,3,,,a,,,616286.jpg,,,
49,215711,2,Leon,Bailey,Leon Bailey,Mings,,,,,MID,3,,,a,100,100,215711.jpg,,2025-08-20 13:31:56.843157,5221
62,559962,3,Jamaldeen,Jimoh-Aloba,Jamaldeen Jimoh-Aloba,Brooks,,,,,MID,3,,,a,0,0,559962.jpg,,2026-02-06 22:47:15.891521,13310
712,488024,3,Yéremy,Pino Santos,Yéremy Pino Santos,Akinmboni,,,,,MID,3,,,a,100,100,488024.jpg,,2025-09-20 23:30:07.351615,9024
780,631106,4,Ben,Casey,Ben Casey,Morgan,,,,,FWD,4,,,a,,,631106.jpg,,,
165,516211,6,Abdallah,Sima,Abdallah Sima,Deivid,,,,,MID,3,,,u,0,0,516211.jpg,Loaned to Santos,2025-09-02 12:06:29.290672,
166,509416,6,Yasin,Ayari,Yasin Ayari,Dewsbury-Hall,,,,,MID,3,,,a,100,100,509416.jpg,,2026-03-03 13:30:09.861024,11385
171,441192,6,Jeremy,Sarmiento Morante,Jeremy Sarmiento Morante,Gusto,,,,,MID,3,,,a,0,0,441192.jpg,,2026-01-27 16:47:58.618791,
172,549074,6,Tom,Watson,Tom Watson,James,,,,,MID,3,,,a,0,0,549074.jpg,,2026-02-02 13:42:58.389602,14029
174,611695,6,Malick,Yalcouyé,Malick Yalcouyé,Lavia,,,,,MID,3,,,a,0,0,611695.jpg,,2025-08-15 12:03:00.771795,
176,550141,6,Adrian,Mazilu,Adrian Mazilu,M.Sarr,,,,,MID,3,,,u,0,0,550141.jpg,Permanent move to RC Lens,2025-09-22 21:46:15.598017,
177,513834,6,Andrew,Moran,Andrew Moran,Madueke,,,,,MID,3,,,a,0,0,513834.jpg,,2025-08-22 14:16:38.542849,
179,487117,6,Evan,Ferguson,Evan Ferguson,Mudryk,,,,,FWD,4,,,s,0,0,487117.jpg,Suspended - unknown return date,2025-07-24 10:13:22.396984,
180,608181,6,Stefanos,Tzimas,Stefanos Tzimas,N.Jackson,,,,,FWD,4,,,s,0,0,608181.jpg,Suspended until 23 Aug,2025-12-04 09:00:09.057817,14028
181,647850,6,Charalampos,Kostoulas,Charalampos Kostoulas,Nkunku,,,,,FWD,4,,,a,,,647850.jpg,,,14118
773,643426,8,Dean,Benamar,Dean Benamar,Heath,,,,,DEF,2,,,a,,,643426.jpg,,,
803,499857,8,Teddy,Sharman-Lowe,Teddy Sharman-Lowe,Welch,,,,,GK,1,,,a,,,499857.jpg,,,
282,574398,10,Franco,Umeh-Chibueze,Franco Umeh-Chibueze,Tuanzebe,,,,,MID,3,,,a,0,0,574398.jpg,,2025-09-22 21:43:58.439788,
743,611912,10,Landon,Emenalo,Landon Emenalo,McKenna,,,,,MID,3,,,a,,,611912.jpg,,,
315,428971,12,Steven,Benda,Steven Benda,Clark,,,,,GK,1,,,u,0,0,428971.jpg,Transferred to RB Salzburg,2026-02-04 16:15:48.090995,
