player_id,fixture_id,gameweek,season,value,transfers_in,transfers_out,transfers_balance
424,305,31,2526,51,970,423,547
424,316,32,2526,51,308,1434,-1126
424,322,33,2526,51,203,1178,-975
424,335,34,2526,51,204,587,-383
424,341,35,2526,51,114,685,-571
424,354,36,2526,51,125,634,-509
424,370,37,2526,51,198,295,-97
424,374,38,2526,51,418,356,62
337,3,1,2526,65,0,0,0
337,17,2,2526,65,7226,37792,-30566
337,23,3,2526,64,5317,50111,-44794
337,37,4,2526,64,10746,32882,-22136
337,45,5,2526,63,7583,22560,-14977
337,51,6,2526,63,4454,20925,-16471
337,63,7,2526,63,1743,15620,-13877
337,74,8,2526,62,598,17378,-16780
337,89,9,2526,62,5842,5355,487
337,94,10,2526,62,14328,9310,5018
337,105,11,2526,62,12326,5553,6773
337,115,12,2526,62,7376,9526,-2150
337,129,13,2526,62,4891,8434,-3543
337,135,14,2526,62,2707,4593,-1886
337,145,15,2526,62,8778,4365,4413
337,153,16,2526,63,244900,8502,236398
337,165,17,2526,63,37007,43752,-6745
337,180,18,2526,63,19681,53976,-34295
337,185,19,2526,63,13391,29361,-15970
337,195,20,2526,62,7634,46097,-38463
337,207,21,2526,62,16863,22617,-5754
337,214,22,2526,62,37242,20272,16970
337,227,23,2526,62,26937,18947,7990
337,236,24,2526,62,9955,52045,-42090
337,245,25,2526,62,20994,18510,2484
337,256,26,2526,62,10395,29364,-18969
337,268,27,2526,61,13958,17351,-3393
337,275,28,2526,61,105512,9296,96216
337,285,29,2526,61,83978,16912,67066
337,298,30,2526,62,22790,44969,-22179
337,305,31,2526,62,56841,11773,45068
337,316,32,2526,62,7171,84506,-77335
337,322,33,2526,61,3786,54037,-50251
337,335,34,2526,61,26984,18961,8023
337,341,35,2526,60,3017,38070,-35053
337,354,36,2526,60,9289,21173,-11884
337,370,37,2526,60,17693,16290,1403
337,374,38,2526,59,5966,20954,-14988
336,3,1,2526,45,0,0,0
336,17,2,2526,45,1241,3614,-2373
336,23,3,2526,45,657,4266,-3609
336,37,4,2526,44,10631,5726,4905
336,45,5,2526,44,4915,3392,1523
336,51,6,2526,44,3488,3741,-253
336,63,7,2526,44,2070,2597,-527
336,74,8,2526,44,1514,3199,-1685
336,89,9,2526,44,710,2001,-1291
336,94,10,2526,44,485,2088,-1603
336,105,11,2526,44,433,1461,-1028
336,115,12,2526,43,6105,2140,3965
336,129,13,2526,43,2598,1999,599
336,135,14,2526,43,1970,1383,587
336,145,15,2526,43,2047,1753,294
336,153,16,2526,43,2940,4590,-1650
336,165,17,2526,43,3008,2321,687
336,180,18,2526,43,1587,1651,-64
336,185,19,2526,43,650,1584,-934
336,195,20,2526,43,848,1128,-280
336,207,21,2526,43,3347,1324,2023
336,214,22,2526,43,4307,2017,2290
336,227,23,2526,43,2687,1646,1041
336,236,24,2526,43,4878,2672,2206
336,245,25,2526,43,5460,2111,3349
336,256,26,2526,43,6107,2394,3713
336,268,27,2526,43,4425,2270,2155
336,275,28,2526,43,2444,1708,736
336,285,29,2526,43,1933,2744,-811
336,298,30,2526,43,1925,2240,-315
336,305,31,2526,43,361,2485,-2124
336,316,32,2526,43,603,2786,-2183
336,322,33,2526,43,161,3591,-3430
336,335,34,2526,43,465,1388,-923
336,341,35,2526,43,481,1207,-726
336,354,36,2526,43,1332,1222,110
336,370,37,2526,43,795,965,-170
336,374,38,2526,43,705,1395,-690
330,3,1,2526,50,0,0,0
330,17,2,2526,50,231,822,-591
330,23,3,2526,50,297,770,-473
330,37,4,2526,50,663,709,-46
330,45,5,2526,50,494,517,-23
330,51,6,2526,50,393,672,-279
330,63,7,2526,50,253,459,-206
330,74,8,2526,49,398,586,-188
330,89,9,2526,49,394,347,47
330,94,10,2526,49,592,434,158
330,105,11,2526,49,331,436,-105
330,115,12,2526,49,395,348,47
330,129,13,2526,49,148,430,-282
330,135,14,2526,49,131,240,-109
330,145,15,2526,49,221,293,-72
330,153,16,2526,49,791,603,188
330,165,17,2526,49,707,573,134
330,180,18,2526,49,494,367,127
330,185,19,2526,49,232,338,-106
330,195,20,2526,49,183,277,-94
330,207,21,2526,49,124,319,-195
330,214,22,2526,49,1259,320,939
330,227,23,2526,49,793,466,327
330,236,24,2526,49,340,747,-407
330,245,25,2526,49,523,372,151
330,256,26,2526,49,262,408,-146
330,268,27,2526,49,238,321,-83
330,275,28,2526,49,248,177,71
330,285,29,2526,49,305,261,44
330,298,30,2526,49,428,270,158
330,305,31,2526,49,474,196,278
330,316,32,2526,49,285,375,-90
330,322,33,2526,49,498,418,80
330,335,34,2526,49,337,426,-89
330,341,35,2526,49,360,386,-26
330,354,36,2526,49,196,457,-261
330,370,37,2526,49,256,341,-85
330,374,38,2526,49,126,275,-149
335,3,1,2526,45,0,0,0
335,17,2,2526,45,45975,20972,25003
335,23,3,2526,45,47696,26140,21556
335,37,4,2526,45,248171,58129,190042
335,45,5,2526,45,100097,33917,66180
335,51,6,2526,45,111920,67125,44795
335,63,7,2526,45,54260,40376,13884
335,74,8,2526,45,58719,53859,4860
335,89,9,2526,45,40967,39137,1830
335,94,10,2526,45,42275,41432,843
335,105,11,2526,45,30568,29730,838
335,115,12,2526,45,27699,33845,-6146
335,129,13,2526,45,10054,36695,-26641
335,135,14,2526,45,11557,20746,-9189
335,145,15,2526,45,11452,26209,-14757
335,153,16,2526,45,23946,92703,-68757
335,165,17,2526,45,22133,39550,-17417
335,180,18,2526,45,15626,23950,-8324
335,185,19,2526,45,4290,23552,-19262
335,195,20,2526,45,1470,27758,-26288
335,207,21,2526,44,291,32949,-32658
335,214,22,2526,44,857,30135,-29278
335,227,23,2526,44,2885,9031,-6146
335,236,24,2526,44,6531,15716,-9185
335,245,25,2526,44,7606,9016,-1410
335,256,26,2526,44,11867,9183,2684
335,268,27,2526,44,9429,7466,1963
335,275,28,2526,44,4382,6498,-2116
335,285,29,2526,44,4072,8872,-4800
335,298,30,2526,44,7440,6419,1021
335,305,31,2526,44,2143,7183,-5040
335,316,32,2526,44,21924,11995,9929
335,322,33,2526,44,6902,12539,-5637
335,335,34,2526,44,3834,7645,-3811
335,341,35,2526,44,2181,9458,-7277
335,354,36,2526,44,5127,7170,-2043
335,370,37,2526,44,4104,5832,-1728
335,374,38,2526,44,2964,7227,-4263
333,3,1,2526,45,0,0,0
333,17,2,2526,45,479,1052,-573
333,23,3,2526,45,306,1179,-873
333,37,4,2526,45,113,1388,-1275
333,45,5,2526,45,0,810,-810
333,51,6,2526,45,0,559,-559
333,63,7,2526,45,0,339,-339
333,74,8,2526,45,0,295,-295
333,89,9,2526,45,0,153,-153
333,94,10,2526,45,0,134,-134
333,105,11,2526,45,0,105,-105
333,115,12,2526,45,0,82,-82
333,129,13,2526,45,0,67,-67
333,135,14,2526,45,0,40,-40
333,145,15,2526,45,0,56,-56
333,153,16,2526,45,0,93,-93
333,165,17,2526,45,0,52,-52
333,180,18,2526,45,0,43,-43
333,185,19,2526,45,0,27,-27
333,195,20,2526,45,0,14,-14
333,207,21,2526,45,0,16,-16
333,214,22,2526,45,0,21,-21
333,227,23,2526,45,0,10,-10
333,236,24,2526,45,0,13,-13
333,245,25,2526,45,0,10,-10
333,256,26,2526,45,0,13,-13
333,268,27,2526,45,0,10,-10
333,275,28,2526,45,0,2,-2
333,285,29,2526,45,0,8,-8
333,298,30,2526,45,0,6,-6
333,305,31,2526,45,0,4,-4
333,316,32,2526,45,0,9,-9
333,322,33,2526,45,0,6,-6
333,335,34,2526,45,0,4,-4
333,341,35,2526,45,0,6,-6
333,354,36,2526,45,0,9,-9
333,370,37,2526,45,0,2,-2
333,374,38,2526,45,0,7,-7
334,3,1,2526,45,0,0,0
334,17,2,2526,45,0,119,-119
334,23,3,2526,45,0,55,-55
334,37,4,2526,45,0,37,-37
334,45,5,2526,45,0,23,-23
334,51,6,2526,45,0,13,-13
334,63,7,2526,45,0,10,-10
334,74,8,2526,45,0,9,-9
334,89,9,2526,45,0,1,-1
334,94,10,2526,45,0,5,-5
334,105,11,2526,45,0,7,-7
334,115,12,2526,45,0,7,-7
334,129,13,2526,45,0,3,-3
334,135,14,2526,45,0,0,0
334,145,15,2526,45,0,1,-1
334,153,16,2526,45,0,4,-4
334,165,17,2526,45,0,5,-5
334,180,18,2526,45,0,2,-2
334,185,19,2526,45,0,3,-3
334,195,20,2526,45,0,0,0
334,207,21,2526,45,0,0,0
334,214,22,2526,45,0,1,-1
334,227,23,2526,45,0,0,0
334,236,24,2526,45,0,0,0
334,245,25,2526,45,0,0,0
334,256,26,2526,45,0,0,0
334,268,27,2526,45,0,2,-2
334,275,28,2526,45,0,3,-3
334,285,29,2526,45,0,1,-1
334,298,30,2526,45,0,1,-1
334,305,31,2526,45,0,0,0
334,316,32,2526,45,0,1,-1
334,322,33,2526,45,0,1,-1
334,335,34,2526,45,0,1,-1
334,341,35,2526,45,0,1,-1
334,354,36,2526,45,0,0,0
334,370,37,2526,45,0,0,0
334,374,38,2526,45,0,0,0
727,37,4,2526,55,2774,894,1880
727,45,5,2526,55,820,707,113
727,51,6,2526,55,418,856,-438
727,63,7,2526,54,349,429,-80
727,74,8,2526,54,452,536,-84
727,89,9,2526,54,24,523,-499
727,94,10,2526,53,34,357,-323
727,105,11,2526,53,208,143,65
727,115,12,2526,53,218,126,92
727,129,13,2526,53,323,141,182
727,135,14,2526,53,1733,160,1573
727,145,15,2526,53,42537,1277,41260
727,153,16,2526,53,38277,13059,25218
727,165,17,2526,53,520,41644,-41124
727,180,18,2526,53,163,10764,-10601
727,185,19,2526,53,59,5210,-5151
727,195,20,2526,53,49,2681,-2632
727,207,21,2526,53,33,2086,-2053
727,214,22,2526,53,89,1786,-1697
727,227,23,2526,53,1520,561,959
727,236,24,2526,53,2949,1363,1586
727,245,25,2526,53,2167,972,1195
727,256,26,2526,53,1501,1489,12
727,268,27,2526,53,997,1895,-898
727,275,28,2526,53,166,1894,-1728
727,285,29,2526,53,954,596,358
727,298,30,2526,53,770,730,40
727,305,31,2526,53,570,411,159
727,316,32,2526,53,232,851,-619
727,322,33,2526,53,154,738,-584
727,335,34,2526,53,394,397,-3
727,341,35,2526,53,240,450,-210
727,354,36,2526,53,462,549,-87
727,370,37,2526,53,957,415,542
727,374,38,2526,53,171,613,-442
338,3,1,2526,55,0,0,0
338,17,2,2526,55,62606,26932,35674
338,23,3,2526,55,36906,60296,-23390
338,37,4,2526,55,61121,47820,13301
338,45,5,2526,55,40073,34063,6010
338,51,6,2526,55,41340,40503,837
338,63,7,2526,55,4764,71880,-67116
338,74,8,2526,54,373,65346,-64973
338,89,9,2526,54,373,25273,-24900
338,94,10,2526,54,1352,15396,-14044
338,105,11,2526,54,4927,6161,-1234
338,115,12,2526,54,555,10925,-10370
338,129,13,2526,54,69,6751,-6682
338,135,14,2526,54,44,3486,-3442
338,145,15,2526,54,85,3410,-3325
338,153,16,2526,54,162,5211,-5049
338,165,17,2526,53,116,2956,-2840
338,180,18,2526,53,101,2255,-2154
338,185,19,2526,53,73,1258,-1185
338,195,20,2526,53,76,793,-717
338,207,21,2526,53,61,793,-732
338,214,22,2526,53,85,1131,-1046
338,227,23,2526,53,64,637,-573
338,236,24,2526,53,71,683,-612
338,245,25,2526,53,285,623,-338
338,256,26,2526,53,1620,441,1179
338,268,27,2526,53,1691,621,1070
338,275,28,2526,53,1250,609,641
338,285,29,2526,53,1060,834,226
338,298,30,2526,53,1427,950,477
338,305,31,2526,53,979,565,414
338,316,32,2526,53,906,966,-60
338,322,33,2526,53,896,872,24
338,335,34,2526,53,3599,890,2709
338,341,35,2526,53,704,1913,-1209
338,354,36,2526,53,1235,1141,94
338,370,37,2526,53,2110,1096,1014
338,374,38,2526,53,1727,1423,304
664,3,1,2526,40,0,0,0
664,17,2,2526,40,2153,4068,-1915
664,23,3,2526,40,1631,5113,-3482
664,37,4,2526,40,1476,4090,-2614
664,45,5,2526,40,1110,2729,-1619
664,51,6,2526,40,854,3093,-2239
664,63,7,2526,40,316,2550,-2234
664,74,8,2526,40,274,2339,-2065
664,89,9,2526,40,385,1507,-1122
664,94,10,2526,40,258,1549,-1291
664,105,11,2526,40,204,1191,-987
664,115,12,2526,39,5887,1259,4628
664,129,13,2526,39,6955,1576,5379
664,135,14,2526,39,1576,1345,231
664,145,15,2526,39,1650,1394,256
664,153,16,2526,39,2639,3042,-403
664,165,17,2526,39,1885,1654,231
664,180,18,2526,39,1726,1605,121
664,185,19,2526,39,1105,1576,-471
664,195,20,2526,39,1995,1331,664
664,207,21,2526,39,1921,1565,356
664,214,22,2526,39,1546,1694,-148
664,227,23,2526,39,526,1121,-595
664,236,24,2526,39,690,1430,-740
664,245,25,2526,39,616,1169,-553
664,256,26,2526,39,727,922,-195
664,268,27,2526,39,757,861,-104
664,275,28,2526,39,820,663,157
664,285,29,2526,39,629,726,-97
664,298,30,2526,39,548,840,-292
664,305,31,2526,39,335,1152,-817
664,316,32,2526,39,245,677,-432
664,322,33,2526,39,156,896,-740
664,335,34,2526,39,322,568,-246
664,341,35,2526,39,171,722,-551
664,354,36,2526,39,297,612,-315
664,370,37,2526,39,180,653,-473
664,374,38,2526,39,221,762,-541
731,37,4,2526,60,3547,944,2603
731,45,5,2526,60,13870,1318,12552
731,51,6,2526,60,1545,5785,-4240
731,63,7,2526,60,837,2643,-1806
731,74,8,2526,60,549,2959,-2410
731,89,9,2526,60,488,1372,-884
731,94,10,2526,60,1707,1281,426
731,105,11,2526,60,507,1204,-697
731,115,12,2526,59,784,928,-144
731,129,13,2526,59,233,1013,-780
731,135,14,2526,58,211,651,-440
731,145,15,2526,58,620,652,-32
731,153,16,2526,58,1007,1134,-127
731,165,17,2526,58,957,899,58
731,180,18,2526,58,2320,659,1661
731,185,19,2526,58,356,851,-495
731,195,20,2526,58,285,687,-402
731,207,21,2526,58,283,578,-295
731,214,22,2526,58,658,721,-63
731,227,23,2526,58,371,497,-126
731,236,24,2526,58,257,655,-398
731,245,25,2526,58,1694,390,1304
731,256,26,2526,58,586,837,-251
731,268,27,2526,58,803,571,232
731,275,28,2526,58,194,797,-603
731,285,29,2526,58,15,869,-854
731,298,30,2526,58,11,619,-608
731,305,31,2526,58,17,212,-195
731,316,32,2526,58,37,209,-172
731,322,33,2526,57,16,152,-136
731,335,34,2526,57,22,88,-66
731,341,35,2526,57,25,69,-44
731,354,36,2526,57,59,76,-17
731,370,37,2526,57,290,40,250
731,374,38,2526,57,171,114,57
168,3,1,2526,50,0,0,0
168,16,2,2526,50,224,4177,-3953
168,22,3,2526,49,1387,3932,-2545
168,33,4,2526,49,750,3282,-2532
168,47,5,2526,48,2459,2250,209
168,53,6,2526,48,961,2718,-1757
168,65,7,2526,48,829,1224,-395
168,77,8,2526,48,705,1376,-671
168,85,9,2526,48,225,971,-746
168,99,10,2526,47,191,873,-682
168,103,11,2526,47,219,666,-447
168,114,12,2526,47,220,565,-345
168,123,13,2526,47,82,461,-379
168,136,14,2526,46,163,243,-80
168,142,15,2526,46,450,330,120
168,154,16,2526,46,287,744,-457
168,168,17,2526,46,433,418,15
168,174,18,2526,46,586,439,147
168,184,19,2526,46,319,350,-31
168,197,20,2526,46,335,255,80
168,207,21,2526,46,235,298,-63
168,214,22,2526,46,1119,429,690
168,226,23,2526,46,798,369,429
168,234,24,2526,46,655,508,147
168,246,25,2526,46,694,473,221
168,253,26,2526,46,682,548,134
168,261,27,2526,46,483,516,-33
168,276,28,2526,46,244,364,-120
168,286,29,2526,46,263,371,-108
168,295,30,2526,46,296,356,-60
168,306,31,2526,46,129,266,-137
168,317,32,2526,46,257,312,-55
168,332,33,2526,46,361,284,77
168,347,35,2526,46,344,213,131
168,359,36,2526,46,381,276,105
168,367,37,2526,46,47,387,-340
168,380,38,2526,46,295,230,65
737,37,4,2526,45,1073,195,878
737,45,5,2526,45,1968,452,1516
737,51,6,2526,45,1671,938,733
737,63,7,2526,45,1161,801,360
737,74,8,2526,45,1441,972,469
737,89,9,2526,45,784,923,-139
737,94,10,2526,45,1031,859,172
737,105,11,2526,45,703,744,-41
737,115,12,2526,45,524,649,-125
737,129,13,2526,45,246,518,-272
737,135,14,2526,45,232,375,-143
737,145,15,2526,45,596,411,185
737,153,16,2526,45,1489,877,612
737,165,17,2526,45,1124,863,261
737,180,18,2526,45,762,783,-21
737,185,19,2526,45,316,598,-282
737,195,20,2526,45,228,365,-137
737,207,21,2526,45,235,407,-172
737,214,22,2526,45,556,616,-60
737,227,23,2526,45,413,459,-46
737,236,24,2526,45,551,491,60
737,245,25,2526,45,917,517,400
737,256,26,2526,45,1417,535,882
737,268,27,2526,45,939,555,384
737,275,28,2526,45,411,457,-46
737,285,29,2526,45,294,553,-259
737,298,30,2526,45,319,531,-212
737,305,31,2526,45,173,322,-149
737,316,32,2526,45,305,380,-75
737,322,33,2526,45,149,373,-224
737,335,34,2526,45,427,281,146
737,341,35,2526,45,227,316,-89
737,354,36,2526,45,388,289,99
737,370,37,2526,45,317,261,56
737,374,38,2526,45,249,400,-151
770,165,17,2526,45,0,0,0
770,180,18,2526,45,110,13,97
770,185,19,2526,45,63,21,42
770,195,20,2526,45,47,26,21
770,207,21,2526,45,27,22,5
770,214,22,2526,45,84,28,56
770,227,23,2526,45,30,32,-2
770,236,24,2526,45,51,53,-2
770,245,25,2526,45,35,28,7
770,256,26,2526,45,52,27,25
770,268,27,2526,45,38,35,3
770,275,28,2526,45,27,30,-3
770,285,29,2526,45,25,21,4
770,298,30,2526,45,37,23,14
770,305,31,2526,45,22,25,-3
770,316,32,2526,45,50,36,14
770,322,33,2526,45,29,33,-4
770,335,34,2526,45,34,32,2
770,341,35,2526,45,66,30,36
770,354,36,2526,45,47,60,-13
770,370,37,2526,45,43,26,17
770,374,38,2526,45,40,29,11
786,195,20,2526,40,0,0,0
786,207,21,2526,40,42,3,39
786,214,22,2526,40,106,17,89
786,227,23,2526,40,71,42,29
786,236,24,2526,40,51,55,-4
786,245,25,2526,40,60,25,35
786,256,26,2526,40,60,37,23
786,268,27,2526,40,98,49,49
786,275,28,2526,40,48,33,15
786,285,29,2526,40,46,33,13
786,298,30,2526,40,48,32,16
786,305,31,2526,40,38,30,8
786,316,32,2526,40,62,34,28
786,322,33,2526,40,81,44,37
786,335,34,2526,40,113,45,68
786,341,35,2526,40,56,45,11
786,354,36,2526,40,75,57,18
786,370,37,2526,40,43,65,-22
786,374,38,2526,40,77,35,42
339,10,1,2526,45,0,0,0
339,11,2,2526,45,1751,10182,-8431
339,24,3,2526,45,861,9659,-8798
339,37,4,2526,44,1391,7596,-6205
339,50,5,2526,44,852,5037,-4185
339,56,6,2526,44,974,4794,-3820
339,67,7,2526,44,499,3480,-2981
339,72,8,2526,43,658,3170,-2512
339,87,9,2526,43,366,2163,-1797
339,91,10,2526,43,294,1973,-1679
339,107,11,2526,43,225,1467,-1242
339,116,12,2526,43,163,1359,-1196
339,126,13,2526,43,129,954,-825
339,136,14,2526,42,278,814,-536
339,146,15,2526,42,576,967,-391
339,152,16,2526,42,864,2019,-1155
339,166,17,2526,42,397,1117,-720
339,179,18,2526,42,336,979,-643
339,186,19,2526,42,153,836,-683
339,196,20,2526,42,187,488,-301
339,209,21,2526,42,163,573,-410
339,214,22,2526,42,309,698,-389
339,226,23,2526,42,179,445,-266
339,234,24,2526,42,206,486,-280
339,246,25,2526,42,235,463,-228
339,253,26,2526,42,299,427,-128
339,261,27,2526,41,339,430,-91
339,276,28,2526,41,245,333,-88
339,286,29,2526,41,265,328,-63
339,295,30,2526,41,351,382,-31
339,306,31,2526,41,202,416,-214
339,317,32,2526,41,306,361,-55
189,109,11,2223,55,2848,9122,-6274
339,332,33,2526,41,575,485,90
339,347,35,2526,41,315,305,10
339,359,36,2526,41,303,343,-40
339,367,37,2526,41,181,251,-70
339,380,38,2526,41,228,388,-160
340,10,1,2526,40,0,0,0
340,11,2,2526,40,752,1255,-503
340,24,3,2526,40,528,1522,-994
340,37,4,2526,40,596,1342,-746
340,50,5,2526,40,420,849,-429
340,56,6,2526,40,844,1042,-198
340,67,7,2526,40,402,909,-507
340,72,8,2526,40,257,928,-671
340,87,9,2526,40,118,661,-543
340,91,10,2526,40,257,467,-210
340,107,11,2526,40,118,497,-379
340,116,12,2526,40,100,392,-292
340,126,13,2526,39,334,283,51
340,136,14,2526,39,290,304,-14
340,146,15,2526,39,360,300,60
340,152,16,2526,39,462,676,-214
340,166,17,2526,39,304,295,9
340,179,18,2526,39,293,350,-57
340,186,19,2526,39,148,337,-189
340,196,20,2526,39,173,247,-74
340,209,21,2526,39,178,285,-107
340,214,22,2526,39,275,304,-29
340,226,23,2526,39,101,298,-197
340,234,24,2526,39,211,275,-64
340,246,25,2526,39,127,275,-148
340,253,26,2526,39,281,153,128
340,261,27,2526,39,181,212,-31
340,276,28,2526,39,88,225,-137
340,286,29,2526,39,129,128,1
340,295,30,2526,39,121,246,-125
340,306,31,2526,39,118,197,-79
340,317,32,2526,39,92,224,-132
189,120,12,2223,55,4235,4716,-481
340,332,33,2526,39,139,269,-130
340,347,35,2526,39,77,137,-60
340,359,36,2526,39,94,142,-48
340,367,37,2526,39,145,114,31
340,380,38,2526,39,80,270,-190
342,10,1,2526,45,0,0,0
342,11,2,2526,45,1063,1807,-744
342,24,3,2526,45,1257,2076,-819
342,37,4,2526,45,2287,1601,686
342,50,5,2526,45,1233,1201,32
342,56,6,2526,45,980,2191,-1211
342,67,7,2526,45,1707,1095,612
342,72,8,2526,45,4487,1456,3031
342,87,9,2526,45,2116,2573,-457
342,91,10,2526,45,2438,2197,241
342,107,11,2526,45,345,3005,-2660
342,116,12,2526,45,413,1670,-1257
342,126,13,2526,45,672,1819,-1147
342,136,14,2526,45,201,1071,-870
342,146,15,2526,44,704,747,-43
342,152,16,2526,44,1366,1879,-513
342,166,17,2526,44,908,861,47
342,179,18,2526,44,1659,762,897
342,186,19,2526,44,875,1127,-252
342,196,20,2526,44,978,810,168
342,209,21,2526,44,180,1891,-1711
342,214,22,2526,44,300,1850,-1550
342,226,23,2526,44,540,428,112
342,234,24,2526,44,883,700,183
