element,name,target_gw,target_minutes,target_points
20,Leandro Trossard,12,77,12.0
20,Leandro Trossard,15,40,6.0
20,Leandro Trossard,16,33,1.0
20,Leandro Trossard,17,79,3.0
20,Leandro Trossard,18,81,2.0
20,Leandro Trossard,19,90,13.0
20,Leandro Trossard,20,23,1.0
20,Leandro Trossard,21,63,2.0
20,Leandro Trossard,22,45,1.0
20,Leandro Trossard,23,74,2.0
20,Leandro Trossard,24,80,3.0
20,Leandro Trossard,25,88,6.0
20,Leandro Trossard,26,100,3.0
20,Leandro Trossard,27,75,2.0
20,Leandro Trossard,28,55,1.0
20,Leandro Trossard,29,30,1.0
21,Declan Rice,6,90,9.0
21,Declan Rice,7,78,11.0
21,Declan Rice,8,90,3.0
21,Declan Rice,9,81,7.0
21,Declan Rice,10,90,13.0
21,Declan Rice,11,90,2.0
21,Declan Rice,12,90,6.0
21,Declan Rice,13,90,4.0
21,Declan Rice,14,82,3.0
21,Declan Rice,15,90,6.0
21,Declan Rice,16,90,2.0
21,Declan Rice,17,90,11.0
21,Declan Rice,18,90,5.0
21,Declan Rice,20,90,17.0
21,Declan Rice,21,90,3.0
21,Declan Rice,22,90,3.0
21,Declan Rice,23,90,1.0
21,Declan Rice,24,90,3.0
21,Declan Rice,25,90,5.0
21,Declan Rice,26,180,14.0
21,Declan Rice,27,90,4.0
21,Declan Rice,28,75,5.0
21,Declan Rice,29,90,3.0
22,Mikel Merino Zazón,6,20,6.0
22,Mikel Merino Zazón,7,11,1.0
22,Mikel Merino Zazón,8,28,1.0
22,Mikel Merino Zazón,9,8,1.0
22,Mikel Merino Zazón,10,45,1.0
22,Mikel Merino Zazón,11,90,5.0
22,Mikel Merino Zazón,12,87,5.0
22,Mikel Merino Zazón,13,90,9.0
22,Mikel Merino Zazón,14,90,13.0
22,Mikel Merino Zazón,15,45,1.0
22,Mikel Merino Zazón,16,32,1.0
22,Mikel Merino Zazón,17,2,1.0
22,Mikel Merino Zazón,18,90,2.0
22,Mikel Merino Zazón,19,72,2.0
22,Mikel Merino Zazón,20,10,1.0
22,Mikel Merino Zazón,22,33,1.0
22,Mikel Merino Zazón,23,32,7.0
24,Christian Nørgaard,8,1,1.0
24,Christian Nørgaard,10,13,1.0
24,Christian Nørgaard,19,17,1.0
24,Christian Nørgaard,25,1,1.0
24,Christian Nørgaard,28,14,1.0
24,Christian Nørgaard,29,10,1.0
25,Ethan Nwaneri,7,15,1.0
25,Ethan Nwaneri,10,18,1.0
25,Ethan Nwaneri,12,2,1.0
26,Martín Zubimendi Ibáñez,6,81,2.0
26,Martín Zubimendi Ibáñez,7,60,3.0
26,Martín Zubimendi Ibáñez,8,90,3.0
26,Martín Zubimendi Ibáñez,9,90,5.0
26,Martín Zubimendi Ibáñez,10,76,3.0
26,Martín Zubimendi Ibáñez,11,90,5.0
26,Martín Zubimendi Ibáñez,12,90,2.0
26,Martín Zubimendi Ibáñez,13,56,0.0
26,Martín Zubimendi Ibáñez,14,90,3.0
26,Martín Zubimendi Ibáñez,15,90,2.0
26,Martín Zubimendi Ibáñez,16,57,1.0
26,Martín Zubimendi Ibáñez,17,90,3.0
26,Martín Zubimendi Ibáñez,18,90,2.0
26,Martín Zubimendi Ibáñez,19,90,8.0
26,Martín Zubimendi Ibáñez,20,90,3.0
26,Martín Zubimendi Ibáñez,21,90,5.0
26,Martín Zubimendi Ibáñez,22,78,3.0
26,Martín Zubimendi Ibáñez,23,57,1.0
26,Martín Zubimendi Ibáñez,24,90,10.0
26,Martín Zubimendi Ibáñez,25,90,10.0
26,Martín Zubimendi Ibáñez,26,180,6.0
26,Martín Zubimendi Ibáñez,27,90,2.0
26,Martín Zubimendi Ibáñez,28,90,2.0
26,Martín Zubimendi Ibáñez,29,79,3.0
27,Reiss Nelson,10,15,1.0
27,Reiss Nelson,11,1,1.0
27,Reiss Nelson,13,15,1.0
27,Reiss Nelson,18,1,1.0
27,Reiss Nelson,19,10,1.0
27,Reiss Nelson,21,8,1.0
30,Kai Havertz,24,60,2.0
30,Kai Havertz,25,66,5.0
30,Kai Havertz,28,14,1.0
30,Kai Havertz,29,31,1.0
31,Gabriel Fernando de Jesus,16,9,1.0
31,Gabriel Fernando de Jesus,17,25,1.0
31,Gabriel Fernando de Jesus,18,19,1.0
31,Gabriel Fernando de Jesus,19,13,4.0
31,Gabriel Fernando de Jesus,20,24,1.0
31,Gabriel Fernando de Jesus,21,26,1.0
31,Gabriel Fernando de Jesus,22,33,1.0
31,Gabriel Fernando de Jesus,23,57,1.0
31,Gabriel Fernando de Jesus,24,14,5.0
31,Gabriel Fernando de Jesus,25,59,1.0
31,Gabriel Fernando de Jesus,26,25,0.0
32,Emiliano Martínez Romero,6,90,3.0
32,Emiliano Martínez Romero,7,90,1.0
32,Emiliano Martínez Romero,8,90,2.0
32,Emiliano Martínez Romero,9,90,8.0
32,Emiliano Martínez Romero,10,90,1.0
32,Emiliano Martínez Romero,11,90,14.0
32,Emiliano Martínez Romero,12,90,3.0
32,Emiliano Martínez Romero,13,90,7.0
32,Emiliano Martínez Romero,15,90,4.0
32,Emiliano Martínez Romero,17,90,3.0
32,Emiliano Martínez Romero,18,90,2.0
32,Emiliano Martínez Romero,19,90,1.0
32,Emiliano Martínez Romero,20,90,3.0
32,Emiliano Martínez Romero,21,45,1.0
32,Emiliano Martínez Romero,22,90,2.0
32,Emiliano Martínez Romero,23,90,10.0
32,Emiliano Martínez Romero,24,90,2.0
32,Emiliano Martínez Romero,25,90,6.0
32,Emiliano Martínez Romero,26,90,8.0
32,Emiliano Martínez Romero,27,90,3.0
32,Emiliano Martínez Romero,28,90,1.0
32,Emiliano Martínez Romero,29,90,1.0
33,Marco Bizot,14,90,1.0
33,Marco Bizot,16,90,1.0
33,Marco Bizot,21,45,2.0
36,Matty Cash,6,90,2.0
36,Matty Cash,7,83,2.0
36,Matty Cash,8,90,2.0
36,Matty Cash,9,90,15.0
36,Matty Cash,10,90,0.0
36,Matty Cash,11,90,6.0
36,Matty Cash,12,90,2.0
36,Matty Cash,13,90,6.0
36,Matty Cash,14,90,4.0
36,Matty Cash,15,86,9.0
36,Matty Cash,16,90,0.0
36,Matty Cash,17,90,2.0
36,Matty Cash,18,90,1.0
36,Matty Cash,20,89,5.0
36,Matty Cash,21,90,6.0
36,Matty Cash,22,90,2.0
36,Matty Cash,23,90,6.0
36,Matty Cash,24,90,2.0
36,Matty Cash,25,90,2.0
36,Matty Cash,27,86,2.0
36,Matty Cash,28,90,0.0
36,Matty Cash,29,45,-1.0
37,Lucas Digne,6,90,5.0
37,Lucas Digne,7,90,1.0
37,Lucas Digne,8,81,5.0
37,Lucas Digne,9,85,6.0
37,Lucas Digne,10,74,1.0
37,Lucas Digne,11,90,9.0
37,Lucas Digne,12,45,1.0
37,Lucas Digne,13,90,7.0
37,Lucas Digne,14,20,1.0
37,Lucas Digne,16,15,1.0
37,Lucas Digne,17,15,1.0
37,Lucas Digne,18,7,1.0
37,Lucas Digne,19,90,0.0
37,Lucas Digne,20,21,1.0
37,Lucas Digne,21,72,9.0
37,Lucas Digne,22,17,1.0
37,Lucas Digne,23,15,3.0
37,Lucas Digne,25,85,4.0
37,Lucas Digne,28,69,2.0
38,Ezri Konsa Ngoyo,6,90,2.0
38,Ezri Konsa Ngoyo,7,90,2.0
38,Ezri Konsa Ngoyo,8,90,2.0
38,Ezri Konsa Ngoyo,9,90,8.0
38,Ezri Konsa Ngoyo,10,90,1.0
38,Ezri Konsa Ngoyo,11,90,6.0
38,Ezri Konsa Ngoyo,12,90,2.0
38,Ezri Konsa Ngoyo,13,90,8.0
38,Ezri Konsa Ngoyo,14,90,1.0
38,Ezri Konsa Ngoyo,15,90,2.0
38,Ezri Konsa Ngoyo,16,90,1.0
38,Ezri Konsa Ngoyo,17,90,2.0
38,Ezri Konsa Ngoyo,18,90,4.0
38,Ezri Konsa Ngoyo,19,90,0.0
38,Ezri Konsa Ngoyo,20,90,2.0
38,Ezri Konsa Ngoyo,21,90,7.0
38,Ezri Konsa Ngoyo,22,90,2.0
38,Ezri Konsa Ngoyo,23,90,6.0
38,Ezri Konsa Ngoyo,24,90,2.0
38,Ezri Konsa Ngoyo,25,90,2.0
38,Ezri Konsa Ngoyo,26,90,6.0
38,Ezri Konsa Ngoyo,27,90,7.0
38,Ezri Konsa Ngoyo,28,90,1.0
38,Ezri Konsa Ngoyo,29,90,0.0
39,Ian Maatsen,7,1,1.0
39,Ian Maatsen,8,8,1.0
39,Ian Maatsen,9,4,1.0
39,Ian Maatsen,10,15,1.0
39,Ian Maatsen,12,45,1.0
39,Ian Maatsen,14,69,1.0
39,Ian Maatsen,15,90,2.0
39,Ian Maatsen,16,74,1.0
39,Ian Maatsen,17,74,2.0
39,Ian Maatsen,18,82,2.0
39,Ian Maatsen,20,68,2.0
39,Ian Maatsen,21,17,1.0
39,Ian Maatsen,22,72,2.0
39,Ian Maatsen,23,90,5.0
39,Ian Maatsen,24,90,2.0
39,Ian Maatsen,25,13,1.0
39,Ian Maatsen,26,90,8.0
39,Ian Maatsen,27,90,2.0
39,Ian Maatsen,28,20,1.0
39,Ian Maatsen,29,90,0.0
40,Tyrone Mings,6,31,1.0
40,Tyrone Mings,10,16,1.0
40,Tyrone Mings,23,15,1.0
40,Tyrone Mings,25,90,2.0
40,Tyrone Mings,26,90,12.0
40,Tyrone Mings,27,90,2.0
40,Tyrone Mings,29,90,0.0
41,Pau Torres,6,58,1.0
41,Pau Torres,7,90,4.0
41,Pau Torres,8,90,2.0
41,Pau Torres,9,90,8.0
41,Pau Torres,10,73,1.0
41,Pau Torres,11,90,6.0
41,Pau Torres,12,90,4.0
41,Pau Torres,13,90,6.0
41,Pau Torres,14,90,-1.0
41,Pau Torres,15,85,5.0
41,Pau Torres,22,90,2.0
41,Pau Torres,23,74,6.0
41,Pau Torres,24,90,2.0
41,Pau Torres,28,90,1.0
42,Andrés García,19,29,0.0
42,Andrés García,20,1,1.0
42,Andrés García,27,3,1.0
44,Lamare Bogarde,6,81,2.0
44,Lamare Bogarde,7,89,2.0
44,Lamare Bogarde,11,9,1.0
44,Lamare Bogarde,12,6,1.0
44,Lamare Bogarde,13,2,1.0
44,Lamare Bogarde,14,4,1.0
44,Lamare Bogarde,15,15,1.0
44,Lamare Bogarde,17,2,0.0
44,Lamare Bogarde,18,7,1.0
44,Lamare Bogarde,19,90,-1.0
44,Lamare Bogarde,20,7,0.0
44,Lamare Bogarde,21,8,1.0
44,Lamare Bogarde,22,72,1.0
44,Lamare Bogarde,23,16,1.0
44,Lamare Bogarde,24,45,1.0
44,Lamare Bogarde,25,4,1.0
44,Lamare Bogarde,26,90,7.0
44,Lamare Bogarde,27,3,1.0
44,Lamare Bogarde,29,45,0.0
47,Morgan Rogers,6,90,5.0
47,Morgan Rogers,7,90,5.0
47,Morgan Rogers,8,90,7.0
47,Morgan Rogers,9,90,3.0
47,Morgan Rogers,10,90,1.0
47,Morgan Rogers,11,85,2.0
47,Morgan Rogers,12,90,15.0
47,Morgan Rogers,13,90,3.0
47,Morgan Rogers,14,90,6.0
47,Morgan Rogers,15,90,2.0
47,Morgan Rogers,16,90,15.0
47,Morgan Rogers,17,90,15.0
47,Morgan Rogers,18,90,1.0
47,Morgan Rogers,19,81,1.0
47,Morgan Rogers,20,90,5.0
47,Morgan Rogers,21,90,3.0
47,Morgan Rogers,22,90,2.0
47,Morgan Rogers,23,90,8.0
47,Morgan Rogers,24,90,2.0
47,Morgan Rogers,25,90,10.0
47,Morgan Rogers,26,90,2.0
47,Morgan Rogers,27,90,2.0
47,Morgan Rogers,28,90,2.0
47,Morgan Rogers,29,90,1.0
48,Youri Tielemans,11,19,4.0
48,Youri Tielemans,12,83,2.0
48,Youri Tielemans,13,74,3.0
48,Youri Tielemans,14,20,1.0
48,Youri Tielemans,15,90,2.0
48,Youri Tielemans,16,90,6.0
48,Youri Tielemans,17,90,2.0
48,Youri Tielemans,18,90,7.0
48,Youri Tielemans,19,81,2.0
48,Youri Tielemans,20,90,7.0
48,Youri Tielemans,21,90,3.0
48,Youri Tielemans,22,90,2.0
48,Youri Tielemans,23,73,3.0
49,Leon Bailey,23,31,1.0
49,Leon Bailey,24,45,1.0
49,Leon Bailey,25,24,1.0
49,Leon Bailey,26,30,1.0
49,Leon Bailey,27,60,2.0
49,Leon Bailey,28,30,0.0
49,Leon Bailey,29,62,5.0
50,Emiliano Buendía Stati,6,45,12.0
50,Emiliano Buendía Stati,7,33,0.0
50,Emiliano Buendía Stati,8,29,7.0
50,Emiliano Buendía Stati,9,28,4.0
50,Emiliano Buendía Stati,11,70,11.0
50,Emiliano Buendía Stati,12,45,1.0
50,Emiliano Buendía Stati,13,53,1.0
50,Emiliano Buendía Stati,14,4,1.0
50,Emiliano Buendía Stati,15,3,6.0
50,Emiliano Buendía Stati,16,15,1.0
50,Emiliano Buendía Stati,17,6,1.0
50,Emiliano Buendía Stati,18,58,3.0
50,Emiliano Buendía Stati,19,60,2.0
50,Emiliano Buendía Stati,20,68,2.0
50,Emiliano Buendía Stati,21,25,1.0
50,Emiliano Buendía Stati,22,90,2.0
50,Emiliano Buendía Stati,23,74,11.0
50,Emiliano Buendía Stati,24,90,2.0
50,Emiliano Buendía Stati,25,65,1.0
50,Emiliano Buendía Stati,26,59,1.0
50,Emiliano Buendía Stati,27,74,1.0
50,Emiliano Buendía Stati,28,69,1.0
50,Emiliano Buendía Stati,29,62,2.0
52,Jacob Ramsey,8,20,1.0
52,Jacob Ramsey,10,45,0.0
52,Jacob Ramsey,11,66,2.0
52,Jacob Ramsey,13,19,1.0
52,Jacob Ramsey,15,90,1.0
52,Jacob Ramsey,17,88,2.0
52,Jacob Ramsey,18,67,2.0
52,Jacob Ramsey,19,10,1.0
52,Jacob Ramsey,20,27,1.0
52,Jacob Ramsey,21,14,1.0
52,Jacob Ramsey,23,42,1.0
52,Jacob Ramsey,24,90,1.0
52,Jacob Ramsey,25,3,1.0
52,Jacob Ramsey,26,74,7.0
52,Jacob Ramsey,27,90,6.0
52,Jacob Ramsey,28,45,6.0
52,Jacob Ramsey,29,45,-2.0
53,Donyell Malen,6,7,1.0
53,Donyell Malen,7,83,15.0
53,Donyell Malen,8,60,2.0
53,Donyell Malen,9,4,1.0
53,Donyell Malen,10,31,1.0
53,Donyell Malen,11,9,6.0
53,Donyell Malen,12,45,4.0
53,Donyell Malen,13,74,3.0
53,Donyell Malen,14,13,6.0
53,Donyell Malen,15,24,1.0
53,Donyell Malen,16,26,1.0
53,Donyell Malen,17,15,1.0
53,Donyell Malen,18,58,1.0
53,Donyell Malen,19,29,4.0
53,Donyell Malen,20,7,1.0
53,Donyell Malen,21,17,1.0
54,John McGinn,6,71,6.0
54,John McGinn,7,66,3.0
54,John McGinn,8,90,2.0
54,John McGinn,9,73,3.0
54,John McGinn,10,58,1.0
54,John McGinn,11,70,3.0
54,John McGinn,12,67,1.0
54,John McGinn,13,90,9.0
54,John McGinn,14,76,1.0
54,John McGinn,15,74,2.0
54,John McGinn,16,90,2.0
54,John McGinn,17,83,5.0
54,John McGinn,18,58,1.0
54,John McGinn,19,45,1.0
54,John McGinn,20,82,15.0
54,John McGinn,21,72,3.0
54,John McGinn,22,17,1.0
55,Ross Barkley,7,6,1.0
55,Ross Barkley,8,8,1.0
55,Ross Barkley,9,16,1.0
55,Ross Barkley,10,31,1.0
55,Ross Barkley,11,19,6.0
55,Ross Barkley,12,22,4.0
55,Ross Barkley,13,12,1.0
55,Ross Barkley,25,13,1.0
55,Ross Barkley,26,30,1.0
55,Ross Barkley,27,29,1.0
55,Ross Barkley,28,30,1.0
55,Ross Barkley,29,27,1.0
58,Boubacar Kamara,6,18,1.0
58,Boubacar Kamara,7,90,5.0
58,Boubacar Kamara,8,90,2.0
58,Boubacar Kamara,9,90,2.0
58,Boubacar Kamara,10,90,2.0
58,Boubacar Kamara,11,80,2.0
58,Boubacar Kamara,12,90,4.0
58,Boubacar Kamara,13,87,11.0
58,Boubacar Kamara,14,69,2.0
58,Boubacar Kamara,15,90,10.0
58,Boubacar Kamara,16,90,1.0
58,Boubacar Kamara,17,87,2.0
58,Boubacar Kamara,18,82,1.0
58,Boubacar Kamara,20,90,4.0
58,Boubacar Kamara,21,81,3.0
59,Amadou Onana,7,1,1.0
59,Amadou Onana,8,81,4.0
59,Amadou Onana,9,90,3.0
59,Amadou Onana,10,90,1.0
59,Amadou Onana,11,70,9.0
59,Amadou Onana,13,15,1.0
59,Amadou Onana,14,90,11.0
59,Amadou Onana,15,74,2.0
59,Amadou Onana,16,63,2.0
59,Amadou Onana,17,83,4.0
59,Amadou Onana,18,31,1.0
59,Amadou Onana,19,45,1.0
59,Amadou Onana,23,88,5.0
59,Amadou Onana,25,90,4.0
59,Amadou Onana,26,74,3.0
59,Amadou Onana,27,60,2.0
59,Amadou Onana,28,90,2.0
59,Amadou Onana,29,90,2.0
62,Jamaldeen Jimoh-Aloba,19,8,1.0
64,Ollie Watkins,6,90,8.0
64,Ollie Watkins,7,66,2.0
64,Ollie Watkins,8,29,1.0
64,Ollie Watkins,9,85,2.0
64,Ollie Watkins,10,74,2.0
64,Ollie Watkins,11,80,2.0
64,Ollie Watkins,12,67,2.0
64,Ollie Watkins,13,36,1.0
64,Ollie Watkins,14,85,13.0
64,Ollie Watkins,15,65,2.0
64,Ollie Watkins,16,74,5.0
64,Ollie Watkins,17,74,5.0
64,Ollie Watkins,18,32,12.0
64,Ollie Watkins,19,90,5.0
64,Ollie Watkins,20,82,7.0
64,Ollie Watkins,21,90,2.0
64,Ollie Watkins,22,90,2.0
64,Ollie Watkins,23,90,8.0
64,Ollie Watkins,25,85,2.0
64,Ollie Watkins,26,73,2.0
64,Ollie Watkins,27,90,2.0
64,Ollie Watkins,28,85,2.0
64,Ollie Watkins,29,70,1.0
67,Đorđe Petrović,6,90,3.0
67,Đorđe Petrović,7,90,3.0
67,Đorđe Petrović,8,90,2.0
67,Đorđe Petrović,9,90,8.0
67,Đorđe Petrović,10,90,2.0
67,Đorđe Petrović,11,90,1.0
67,Đorđe Petrović,12,90,1.0
67,Đorđe Petrović,13,90,2.0
67,Đorđe Petrović,14,90,2.0
67,Đorđe Petrović,15,90,7.0
67,Đorđe Petrović,16,90,1.0
67,Đorđe Petrović,17,90,2.0
67,Đorđe Petrović,18,90,-1.0
67,Đorđe Petrović,19,90,1.0
67,Đorđe Petrović,20,90,1.0
67,Đorđe Petrović,21,90,1.0
67,Đorđe Petrović,22,90,2.0
67,Đorđe Petrović,23,90,1.0
67,Đorđe Petrović,24,90,10.0
67,Đorđe Petrović,25,90,3.0
67,Đorđe Petrović,26,90,3.0
67,Đorđe Petrović,27,90,9.0
67,Đorđe Petrović,28,90,3.0
67,Đorđe Petrović,29,90,6.0
72,Marcos Senesi Barón,6,90,7.0
72,Marcos Senesi Barón,7,77,2.0
72,Marcos Senesi Barón,8,90,2.0
72,Marcos Senesi Barón,9,90,5.0
72,Marcos Senesi Barón,10,90,3.0
72,Marcos Senesi Barón,11,90,2.0
72,Marcos Senesi Barón,12,90,3.0
72,Marcos Senesi Barón,13,90,2.0
72,Marcos Senesi Barón,15,61,8.0
72,Marcos Senesi Barón,16,90,1.0
72,Marcos Senesi Barón,17,90,4.0
72,Marcos Senesi Barón,18,90,2.0
72,Marcos Senesi Barón,19,90,3.0
72,Marcos Senesi Barón,20,90,1.0
72,Marcos Senesi Barón,21,90,6.0
72,Marcos Senesi Barón,22,90,3.0
72,Marcos Senesi Barón,23,90,3.0
72,Marcos Senesi Barón,24,90,8.0
72,Marcos Senesi Barón,25,90,2.0
72,Marcos Senesi Barón,26,90,2.0
72,Marcos Senesi Barón,27,90,5.0
72,Marcos Senesi Barón,28,90,4.0
72,Marcos Senesi Barón,29,90,11.0
73,Adam Smith,11,9,1.0
73,Adam Smith,12,4,1.0
73,Adam Smith,13,79,1.0
